Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
388242,1,,,12/23/2008 5:23,,4261,1494039,14388,grepsedawk,16587,grepsedawk,3/20/2014 11:46,11/7/2016 10:24,The Definitive C++ Book Guide and List,<c++><c++-faq>,1,0,7461,,12/23/2008 5:23
205736,1,205746,,10/15/2008 17:54,,773,1496239,1287,vitule,330315,,11/27/2015 7:57,2/16/2017 7:01,Get list of all tables in Oracle?,<sql><oracle>,16,0,198,,
596351,1,596369,,2/27/2009 19:53,,1850,1498867,1782,Juan Manuel,1946501,Juan Manuel,1/22/2016 20:19,10/19/2016 14:52,How can I know which radio button is selected via jQuery?,<javascript><jquery><jquery-selectors><radio-button>,30,0,304,,
953918,1,953934,,6/5/2009 1:44,,536,1506867,75500,,435605,,8/12/2015 15:56,2/15/2017 17:36,How to align a <div> to the middle (horizontally/width) of the page,<css><html><alignment><center>,24,0,128,,
5404839,1,5404869,,3/23/2011 11:55,,1610,1509186,505762,,4481,,5/7/2013 19:28,1/14/2017 16:15,How can I refresh a page with jQuery?,<javascript><jquery><refresh><reload>,16,2,282,,
306583,1,306904,,11/20/2008 19:44,,1794,1510452,16974,Peeloo,4642212,,1/14/2017 1:57,1/14/2017 1:57,How to get the children of the $(this) selector?,<javascript><jquery><jquery-selectors><this>,14,0,481,,
348170,1,348234,,12/7/2008 21:57,,5679,1514693,14069,ceretullis,1063716,,7/22/2016 15:10,10/4/2016 11:02,How to undo 'git add' before commit?,<git><version-control><git-stage>,28,6,1069,,
4750806,1,12476379,,1/20/2011 18:08,,1791,1518698,362951,,7505321,,3/2/2017 11:58,3/2/2017 11:58,How do I install pip on Windows?,<python><windows><installation><pip><easy-install>,31,19,646,,1/18/2014 13:06
4935632,1,4935684,,2/8/2011 16:34,,1275,1522081,,user605334,2619912,,10/31/2014 13:35,2/28/2017 11:17,Parse JSON in JavaScript?,<javascript><json><parsing>,16,2,301,7/18/2015 1:46,
46155,1,46181,,9/5/2008 16:10,,2307,1522973,72,pix0r,63550,Vincent Robert,8/24/2013 20:40,2/13/2017 6:04,Validate email address in JavaScript?,<javascript><regex><validation><email><email-validation>,56,9,645,,9/11/2013 2:21
6768793,1,6768831,,7/20/2011 21:29,,712,1531980,735997,,63550,,2/2/2014 9:48,2/21/2017 19:57,Get the full URL in PHP,<php><url>,24,10,211,,
1712227,1,1712236,,11/11/2009 0:30,,1110,1533262,206504,,541136,,10/31/2016 14:34,2/8/2017 19:24,How to get the size of a list,<python><list>,6,1,96,,
113045,1,113055,,9/22/2008 3:31,,981,1535873,5769,eddiegroves,1917091,Glenn Slaven,9/11/2013 17:12,1/27/2017 21:10,How to return the date part only from a SQL Server datetime datatype,<sql><sql-server><tsql><date><datetime>,33,8,205,,
4716503,1,4716521,,1/17/2011 18:29,,623,1547260,130888,,2157640,,1/15/2016 13:12,1/14/2017 14:54,Reading a plain text file in Java,<java><file-io><ascii>,20,6,216,,
161813,1,,,10/2/2008 11:31,,3419,1552766,3713,Spoike,1063716,user456814,7/22/2016 15:47,2/28/2017 1:31,How to resolve merge conflicts in Git?,<git><git-merge><merge-conflict-resolution><git-conflict-resolution>,25,10,1216,,
1144783,1,17606289,,7/17/2009 17:53,,2173,1603508,49153,,3618581,,11/3/2016 8:00,2/25/2017 5:45,How to replace all occurrences of a string in JavaScript?,<javascript><replace>,31,4,435,,
236129,1,237280,,10/25/2008 8:58,,2139,1608696,1630,Ash,2757079,Brian R. Bondy,10/12/2016 12:19,2/28/2017 10:28,Split a string in C++?,<c++><string><split><stdstring><c++-faq>,68,8,1025,,3/13/2012 12:04
5487892,1,5487936,,3/30/2011 14:45,,314,1622362,455195,,1045444,,8/10/2016 13:12,2/10/2017 17:47,SQL Server: CASE WHEN OR THEN ELSE END => the OR is not supported,<sql><sql-server><tsql><case><case-when>,9,0,57,,
292357,1,292359,,11/15/2008 9:51,,7441,1623541,6068,J. Pablo Fern&#225;ndez,1063716,,2/13/2017 8:31,2/13/2017 8:31,What is the difference between 'git pull' and 'git fetch'?,<git><git-pull><git-fetch>,37,5,1494,,
59838,1,59839,,9/12/2008 20:06,,2320,1626025,4120,Grundlefleck,3744681,Grundlefleck,12/17/2015 9:18,1/31/2017 11:46,Check if a directory exists in a shell script,<shell><unix><posix>,28,0,477,,
221294,1,221297,,10/21/2008 9:29,,2689,1633443,6068,J. Pablo Fern&#225;ndez,87015,J. Pablo Fern&#225;ndez,4/27/2015 21:49,11/22/2016 21:54,How do you get a timestamp in JavaScript?,<javascript><date><datetime><timestamp><unix-timestamp>,32,1,432,,
3294889,1,3294899,,7/20/2010 22:27,,1268,1636129,1212392,,63550,,3/4/2017 21:46,3/4/2017 21:47,Iterating over dictionaries using 'for' loops in Python,<python><python-2.7><dictionary>,8,0,283,,
3277503,1,,,7/18/2010 22:25,,1070,1645902,395371,,63550,,3/4/2017 21:52,3/4/2017 21:57,How do I read a file line-by-line into a list?,<python><string><file><readlines>,26,5,273,,
195951,1,196038,,10/12/2008 20:06,,1785,1661204,4998,Nathan Smith,1529630,Gulzar,6/28/2015 18:32,2/2/2017 0:57,Change an element's class with JavaScript,<javascript><html><dom>,25,2,529,,
25969,1,25971,,8/25/2008 12:45,,853,1666256,244,Shadow_x99,4074148,,1/12/2017 19:13,2/15/2017 16:22,Insert into ... values ( SELECT ... FROM ... ),<sql><database><database-agnostic>,18,1,184,,
961632,1,961638,,6/7/2009 10:22,,725,1669487,105167,,838434,,5/5/2015 9:51,11/21/2016 20:53,Converting integer to string in Python?,<python>,9,4,93,,
1005073,1,1005083,,6/17/2009 4:10,,1537,1673423,119895,,795158,,1/2/2014 9:39,3/1/2017 0:49,Initialization of an ArrayList in one line,<java><collections><arraylist><initialization>,28,5,340,,
237104,1,1473742,,10/25/2008 22:14,,2480,1678074,208,brad,63550,brad,1/7/2017 11:25,2/28/2017 4:29,How do I check if an array includes an object in JavaScript?,<javascript><arrays><browser>,33,6,443,,
477816,1,477819,,1/25/2009 15:25,,7642,1681041,12870,Oli,1153362,,7/10/2013 21:11,3/1/2017 18:25,What is the correct JSON content type?,<json><content-type>,33,0,1189,,
4105331,1,4105406,,11/5/2010 11:11,,547,1689289,238123,,63550,,7/3/2016 4:33,7/3/2016 4:43,How do I convert from int to String?,<java>,17,6,128,,
38549,1,38578,,9/1/2008 22:36,,3264,1705665,3836,cdv,2856868,,1/25/2017 0:13,1/25/2017 0:13,"What is the difference between ""INNER JOIN"" and ""OUTER JOIN""?",<sql><database><join><inner-join><outer-join>,29,2,1788,,
2765421,1,6232535,,5/4/2010 12:58,,2649,1713272,222187,,63550,,3/4/2017 21:48,3/4/2017 21:50,How do I push a new local branch to a remote Git repository and track it too?,<git><repository><git-branch><git-push>,11,2,869,,
178325,1,178450,,10/7/2008 13:03,,5396,1729364,21709,Toytown Mafia,63550,,10/30/2016 16:00,12/13/2016 9:33,How do I check if an element is hidden in jQuery?,<javascript><jquery><dom><visibility>,42,7,714,,
339923,1,3209434,,12/4/2008 8:45,,2469,1737411,1065,kokos,1324,,9/8/2015 17:35,1/11/2017 8:37,Set cellpadding and cellspacing in CSS?,<html><css><alignment><html-table><stylesheet>,24,2,446,,
2885173,1,2885224,,5/21/2010 19:58,,827,1740608,57643,,2932052,,2/14/2017 15:39,2/14/2017 15:39,How do I create a file and write to it in Java?,<java><file-io>,28,0,228,,
89228,1,89243,,9/18/2008 1:35,,2572,1795771,17085,alan lai,2174742,,9/22/2014 12:40,2/14/2017 13:05,Calling an external command in Python,<python><shell><command><subprocess><external>,44,2,951,,
4181703,1,4181721,,11/15/2010 5:38,,1467,1804134,170365,,7221965,,2/1/2017 15:41,2/7/2017 8:50,How to concatenate string variables in Bash?,<bash><shell><unix><append><string-concatenation>,23,0,289,,
162304,1,162305,,10/2/2008 13:37,,498,1806435,730,Keng,63550,JosephStyons,2/7/2016 12:28,2/7/2016 12:28,How do I shutdown - restart - logoff Windows via a bat file?,<windows><command-line><shutdown><restart>,8,0,157,,
1732348,1,1732454,,11/13/2009 22:38,,1326,1818615,142233,,797704,,5/26/2012 20:37,2/12/2017 9:02,RegEx match open tags except XHTML self-contained tags,<html><regex><xhtml>,35,0,5184,,11/19/2009 1:13
1034621,1,1034642,,6/23/2009 19:26,,2015,1832030,,dougoftheabaci,63550,,4/21/2015 9:06,11/8/2016 11:09,Get current URL in web browser,<javascript><url><window.location>,12,3,323,,
950087,1,950146,,6/4/2009 11:59,,3225,1832902,426996,,63550,,12/11/2016 9:30,3/1/2017 9:14,How do I include a JavaScript file in another JavaScript file?,<javascript><file><import><include>,44,5,999,,
8865458,1,8865463,,1/14/2012 21:25,,1203,1834794,508284,,3597276,,5/3/2016 17:01,2/27/2017 9:59,How to vertically center text with CSS?,<html><css><vertical-alignment>,27,4,385,,
20035101,1,20035319,,11/17/2013 19:29,,1177,1840879,2140160,,539465,,4/15/2015 14:56,2/13/2017 17:46,"""No 'Access-Control-Allow-Origin' header is present on the requested resource""",<javascript><cors><restful-authentication><same-origin-policy><flask-restless>,20,8,315,,
82831,1,,,9/17/2008 12:55,,3049,1851721,15616,,1217270,Mark Biek,10/1/2016 23:25,1/21/2017 18:36,How do I check whether a file exists using Python?,<python><file><filesystems>,37,0,536,,
134845,1,,,9/25/2008 17:54,,3118,1857812,8018,2cBGj7vsfp,63550,,2/19/2017 8:58,2/20/2017 15:46,"Which ""href"" value should I use for JavaScript links, ""#"" or ""javascript:void(0)""?",<javascript><html><performance><optimization><href>,48,18,1110,,12/15/2011 9:21
423379,1,423596,,1/8/2009 5:45,,1857,1871257,46646,,2174742,Gerald Kaszuba,9/22/2014 12:58,3/4/2017 22:03,Using global variables in a function other than the one that created them,<python><global-variables><scope>,15,0,434,,
179123,1,179147,,10/7/2008 15:44,,7687,1899304,7473,Laurie Young,871050,,9/18/2016 13:12,2/26/2017 16:48,"How to modify existing, unpushed commits?",<git><git-commit><git-rewrite-history><amend>,27,1,2771,,
92082,1,92123,,9/18/2008 12:30,,1808,1926664,7241,Mathias,6348498,Nigel Campbell,11/16/2016 8:39,2/11/2017 21:04,Add a column with a default value to an existing table in SQL Server,<sql><sql-server>,27,2,297,,
1125968,1,8888015,,7/14/2009 14:58,,3595,1960048,98046,,63550,,1/14/2017 15:08,2/23/2017 13:45,"How do I force ""git pull"" to overwrite local files?",<git><version-control><overwrite><git-pull><git-fetch>,34,5,1565,,
406230,1,406408,,1/2/2009 7:30,,2792,1970268,36830,unknoble,6862601,unknoble,2/10/2017 3:29,2/10/2017 3:29,Regular expression to match a line that doesn't contain a word?,<regex><regex-negation>,22,9,1167,,1/2/2009 7:30
3010840,1,,,6/10/2010 0:04,,1779,1971250,304725,,2749114,,9/20/2016 6:29,2/26/2017 22:55,Loop through an array in JavaScript,<javascript><arrays><for-loop>,31,6,417,,
1571648,1,1571662,,10/15/2009 11:03,,637,2013904,83475,,63550,,7/12/2014 6:32,2/8/2017 12:44,"HTML: Tab space instead of multiple non-breaking spaces (""nbsp"")?",<html>,28,4,116,,
3740152,1,11512211,,9/18/2010 2:31,,880,2075036,380562,,5280543,,8/21/2016 20:52,11/19/2016 0:59,How to set chmod for a folder and all of its subfolders and files in Linux Ubuntu Terminal?,<linux><permissions><folder><chmod>,16,2,496,6/17/2014 11:48,
3481828,1,3481842,,8/14/2010 3:01,,894,2083910,303459,,1395863,,5/8/2015 9:14,3/3/2017 9:39,How to split a string in Java,<java><string>,24,1,214,,
379906,1,379910,,12/19/2008 1:52,,1269,2087842,30529,DrFredEdison,665488,DrFredEdison,2/24/2014 11:01,1/28/2017 16:00,Parse String to Float or Int,<python><string><parsing><floating-point><integer>,18,0,166,,
513832,1,513839,,2/4/2009 23:17,,727,2251721,25645,nute,1288,starblue,1/23/2013 13:36,1/3/2017 19:06,How do I compare strings in Java?,<java><string><equality>,23,4,672,,12/17/2013 11:46
426258,1,426276,,1/8/2009 22:20,,2939,2257964,18107,tpower,1677912,tpower,3/11/2016 18:14,9/29/2016 13:55,"Setting ""checked"" for a checkbox with jQuery?",<javascript><jquery><checkbox><selected><checked>,35,5,542,,
5411538,1,5411567,,3/23/2011 20:58,,1044,2270534,173432,,63550,,11/29/2014 5:53,3/2/2017 10:24,Redirect from an HTML page?,<html>,21,1,217,,
63447,1,63480,,9/15/2008 14:34,,909,2297471,6522,Eric Labashosky,1063716,Nigel Campbell,3/20/2015 22:26,11/30/2016 11:05,How to perform an IF...THEN in an SQL SELECT?,<sql><sql-server><tsql><case>,21,2,199,,
1085801,1,1085810,,7/6/2009 7:25,,1010,2359496,127986,,1063716,,3/20/2015 22:18,2/27/2017 21:04,Get selected value in dropdown list using JavaScript?,<javascript><html-select>,15,1,267,,
1066589,1,1066603,,6/30/2009 23:24,,2238,2377848,84916,,3453226,,9/16/2015 15:21,7/6/2016 19:33,Iterate through a HashMap,<java><loops><hashmap><iteration>,7,5,715,1/10/2012 21:09,
901115,1,901144,,5/23/2009 8:10,,2706,2426844,49742,,19679,,4/7/2015 0:55,1/23/2017 15:23,How can I get query string values in JavaScript?,<javascript><url><plugins><query-string>,73,8,1645,,7/26/2012 20:29
4366730,1,4366748,,12/6/2010 13:14,,1990,2461406,495452,,63550,user3205578,1/8/2017 15:24,2/7/2017 13:57,How do I check if a string contains a specific word in PHP?,<php><string>,38,1,396,,
2334712,1,2334741,,2/25/2010 14:36,,2281,2520842,150939,,256431,,6/22/2015 10:08,2/20/2017 16:34,UPDATE from SELECT using SQL Server,<sql><sql-server><tsql><select><sql-update>,25,0,754,,
184618,1,,,10/8/2008 20:08,,360,2525953,15985,endpoint,102937,Brian,9/18/2011 1:54,11/19/2011 2:24,What is the best comment in source code you have ever encountered?,<comments>,518,0,5416,8/4/2011 12:13,10/8/2008 21:40
1783405,1,1783426,,11/23/2009 14:23,,3818,2526137,179467,,2909897,user456814,12/30/2016 7:13,3/1/2017 23:05,How to check out a remote Git branch?,<git><git-checkout><remote-branch>,14,3,1079,,
